Nombre,Empresa,Tecnología,Fase,Combustible,Matriz,Sector,Fecha operación,Capacidad (MW),Generación (GWh),Inversión (mdd),Modalidad,Entidad,Permiso CRE,MIA,Aprobación MIA,Notas,X,Y
Sucursal Interlomas,"El Palacio de Hierro, S. A. de C. V. Sucursal Interlomas",Combustión interna,Central retirada,Diesel,"GRUPO PALACIO DE HIERRO,. S.A.B. DE C.V.",Privado,2011,3,2,3,Autoabastecimiento,Estado de México,E/904/AUT/2011,,No encontrado,,-11052110.963169403,2201797.7173716384
Tereftalatos Mexicanos,"Tereftalatos Mexicanos, S. A.",Turbina de Vapor y Turboexpansor,En operación,Combustoleo,Alfa SAB de CV,Privado,1978,21,107.89,23,Usos Propios Continuos,Veracruz,1011,,No encontrado,,-10530689.487568995,2042120.0133152157
Ternium México Planta APM,"Ternium México, S. A. de C. V.",Combustión interna,En operación,Diesel,Techint E&C (Ternium),Privado,2007,4.5,2.87,4.05,Autoabastecimiento,Nuevo León,E/667/AUT/2007,,No encontrado,,-11162159.2766598,2961462.8864569645
Texolo,CFE,Turbina Hidráulica,En operación,Agua,CFE,Público,1951,1.6,8,2.4,Generación,Veracruz,E/1602/GEN/2015,,No encontrado,,-10797280.833874239,2202362.208627807
Altamirano,,Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,,Privado,null,185,null,null,No definida,Chiapas,Permiso no encontrado,,No encontrado,,-10238395.885710314,1886474.8682004814
Zapotitlán,,Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,,Privado,null,18,null,null,No definida,Veracruz,Permiso no encontrado,,No encontrado,,-10812623.482767839,2251413.641973038
Petstar,"Petstar, S. A. P. I. de C. V.",Turbina de Gas,En operación,Gas Natural,Promotora Ambiental SAB de CV,Privado,2017,2,17.52,4.69,Generación,Estado de México,E/1926/GEN/2017,,No encontrado,,-11100677.578667615,2204470.6706632976
PH Tecomán,"Enersi Renovables, S.A. de C.V.",Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,Generación Enersi S.A de C.V,Privado,null,24.6,null,null,No definida,Colima,Permiso no encontrado,14JA2018E0063,Autorizado condicionado,,-11564713.359165967,2153776.809526572
Piasa Cogeneracion,"Piasa Cogeneración, S. A. de C. V.",Turbina de Vapor,En operación,Bagazo de caña,Grupo Piasa,Privado,2011,40,145.08,48,Cogeneración,Veracruz,E/338/COG/2005,,No encontrado,,-10704910.275934406,2068392.8156292099
CC Norte II,KST Electric Power Compañy S.A.P.I. de C.V.,Ciclo Combinado,En operación,Gas Natural,"Korea Electric Power, Samsung C&T y Technit S.A de C.V.",Privado,2013,433,4508.24,540.72,Productor Independiente de Energía,Chihuahua,E/872/PIE/2010,08CI2008E0007,Autorizado,La CRE señala 533.3 MW de capacidad y la CFE 433 MW de Capacidad Neta Demostrada,-11790696.231314216,3304845.645543349
PCH La Paz,"Misión energética, SAPI de C.V.",Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,"Misión energética, SAPI de CV",Privado,null,20,null,22,No definida,Veracruz,Permiso no encontrado,30VE2016E0047,Negado,,-10812570.56704789,2245078.603601651
CC Altamira V (AUT),CFE,Ciclo Combinado,En operación,Gas Natural,CFE,Público,2017,80,700.8,81.11,Generación,Tamaulipas,E/1524/GEN/2015,28TM2000E0089,Autorizado condicionado,Será operada por CFE a partir de la venta de la central a un fideicomiso donde FONDIN tiene la mayoría del capital,-10898838.243185624,2571634.1702420623
Schering Plough,"Schering Plough, S. A. de C. V.",Combustión interna,En proyecto con permiso de la CRE revocado,Diesel,Merck & Co Inc,Privado,2008,6.1,42.72,5.49,Autoabastecimiento,Ciudad de México,E/805/AUT/2008,09DF2011E0004,Negado,,-11032562.65389488,2184513.729945194
Flextronics,"Flextronics Technologies San Luis, S. A. de C. V",Fotovoltaica,En operación,Sol,FLEX US Equity,Privado,2018,1.56,2.94,1.02,Generación,Baja California,E/2042/GEN/2018,,No encontrado,,-12769823.14426895,3823863.7381227263
Aura Solar III,"Delta Energí­a Renovable, S. A. P. I. de C. V.",Fotovoltaica,En operación,Sol,Groupotec,Privado,2013,25,44.24,37.5,Pequeño Productor,Baja California Sur,E/978/PP/2013,03BS2013ED041,Autorizado,,-12282467.620279275,2758952.64303035
CT Plutarco Elias Calles (Petacalco),CFE,Carboeléctrica,En operación,Carbon,CFE,Público,1993,2778.36,15817,3334.03,Generación,Guerrero,E/1670/GEN/2015,,No encontrado,,-11367380.401424136,2035763.8153268234
CT Jose Lopez Portillo (Rio Escondido),CFE,Carboeléctrica,En operación,Carbon,CFE,Público,1993,1320,10558.28,1584,Generación,Coahuila,E/1666/GEN/2015,,No encontrado,,-11208725.178119441,3310186.011696545
Tango Solar Norte,Tango Solar S.A. de C.V.,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Dhamma Energy,Privado,null,921,null,1172,No definida,Sinaloa,null,25SI2024E0009,Autorizado condicionado,null,-12101847.472911937,2990555.1610258985
Zinacantán,"HIDROELECTRICA ZINACANTAN, S.A. DE C.V.",Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,"HIDROELECTRICA ZINACANTAN, S.A. DE C.V.",Privado,null,11.4,null,null,No definida,Chiapas,,30VE2020ED003,Autorizado condicionado,,-10324041.551948097,1894454.4080181469
Río Blanco,"HIDROELECTRICA RIO BLANCO, S.A. de C.V.",Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,"HIDROELECTRICA RIO BLANCO, S.A. de C.V.",Privado,null,15,null,15,No definida,Chiapas,,07CH2011ED004,Autorizado condicionado,,-10322242.02785163,1876302.8910845537
Energia Los Cabos,Energía Los Cabos S.A. de C.V. c,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,HDF Energy,Privado,null,40,null,330,No definida,Baja California Sur,Permiso no encontrado,03BS2023E0004,En evaluacion,null,-12210025.878331423,2690556.801302302
Tacaná Solar,Solarig development México,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Grupo Solarig,Privado,null,54,null,130,No definida,Chiapas,Permiso no encontrado,07CH2024E0036,En evaluacion,null,-10281244.22156795,1672579.141658562
Ikal solar,Ikal Solar S.A. de C.V.,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Ikal Solar,Privado,null,2448,null,2572,No definida,Nuevo León,null,19NL2024I0056,En evaluacion,null,-11244847.700549643,3043343.7095970046
Loma Bonita,Solarig development México,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Grupo Solarig,Privado,null,67,null,null,No definida,Oaxaca,null,20OA2024E0052,En evaluacion,null,-10673832.776204048,2046468.1819648866
Parque Fotovoltaicos (PFV) Libres,"Green Park Energy, S.A. de C.V.",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Iberdrola,Privado,null,138.8,null,300,No definida,Puebla,null,21PU2024E0098,En evaluacion,null,-10861622.100266753,2215601.789781523
Wisenergy Solar,Wise Energy,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Wise Energy,Privado,null,40,null,null,No definida,Hidalgo,null,13HI2023E0003,En evaluacion,null,-10971619.787879126,2275192.650475842
Tecamachalco Solar,Solarig development México,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Grupo Solarig,Privado,null,37,null,44,No definida,Puebla,null,21PU2024E0091,En evaluacion,null,-10881062.538728308,2139777.3199708443
Arriaga Solar,Solarig development México,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Grupo Solarig,Privado,null,72,null,null,No definida,Chiapas,null,07CH2024E0041,En evaluacion,null,-10459167.645365262,1834714.5038761478
Las Piedras,"Hidroeléctrica Basilio Badillo, S. A. de C. V.",Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,Energy Ressources,Privado,null,1.5,16.28,1.04,No definida,Jalisco,,14JA2023ED092,Autorizado condicionado,,-11583954.758377984,2262806.65212525
Proyecto H4,"Proyecto H4, S. de R. L. de C. V.",Turbina Hidráulica,En proyecto con permiso de la CRE terminado,Agua,"Proyecto H4, S. de R. L. de C. V.",Privado,null,7.76,27,11.64,Autoabastecimiento,Sinaloa,E/1037/AUT/2013,,No encontrado,,-12100926.927514773,3052377.5239984402
Proyecto H6,"Proyecto H6, S. de R. L. de C. V.",Turbina Hidráulica,En proyecto con permiso de la CRE terminado,Agua,"Proyecto H6, S. de R. L. de C. V.",Privado,null,4.22,15.2,6.33,Autoabastecimiento,Sinaloa,E/1038/AUT/2013,,No encontrado,,-12058731.216643447,3011670.846396813
Turbogás Las Cruces,CFE,Turbogás,Suspendido o cancelado,Gas Natural,CFE,Público,null,40,null,null,No definida,Guerrero,,,,,-11113915.217178525,1908102.0974451222
Guillermo Blake Aguilar Hidroelect,"Troy Marítima, S. A. de C. V",Turbina Hidráulica,En proyecto con permiso de la CRE terminado,Agua,"Troy Marítima, S. A. de C. V",Privado,null,2.7,10.5,4.05,Autoabastecimiento,Sinaloa,E/1073/AUT/2013,,No encontrado,,-12058681.279833073,3011742.259665507
Tebacal,Yaluk Energía S.A. de C.V.,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Grupo Energía México (GEMEX),Privado,null,200,null,210,No definida,Yucatán,null,25SI2024E0009,En evaluacion,null,-9978401.675293513,2358741.9134109705
San Bernardo,"Energías Kinsol, S.A. de C.V",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Grupo Energía México (GEMEX),Privado,null,110,null,145,No definida,Yucatán,null, 31YU2024E0023,En evaluacion,null,-10013810.170019478,2344749.240082979
México Cuatro,Energias Renovables de Mexico Cuatro S.A.P.I. DE C.V.,Fotovoltaica,Cancelado (desistimiento empresa),Sol,Cubico Sustainable Investments,Privado,null,76,null,67,No definida,Yucatán,null,31YU2024E0051,Desistimiento empresa,null,-9847579.552952373,2415397.1048437348
Puerto Peñasco Fase I (120 + 300 MW),CFE Generación III,Fotovoltaica,En operación,Sol,CFE,Público,2024,457.2,1041.7,482,Generación,Sonora,E/2272/GEN/2022,26SO2021E0061,Autorizado condicionado,,-12608294.926320145,3673551.65904163
Nueva Xcala,"BUENOS DIAS ENERGIA, S. DE R.L. DE C.V.",Fotovoltaica,En operación,Sol,ENGIE,Privado,2023,217,486.31,168.4,Generación,Tlaxcala,E/2048/GEN/2018,29TX2018E0013,Autorizado condicionado,,-10973326.947967693,2228634.115583914
Los Cuervos,"Parque Solar Los Cuervos, S de R.L. de C.V.",Fotovoltaica,En operación,Sol,Next Energy,Privado,2023,200,608.05,215.92,Generación,Aguascalientes,E/2032/GEN/2018,01AG2018E0042,Autorizado,,-11375101.99441339,2482829.373866919
Calera,"Mitre Calera Solar, S. de R. L. de C. V.",Fotovoltaica,En operación,Sol,Mitsui / Trina,Privado,2023,80.3,207.48,72.81,Generación,Zacatecas,E/1989/GEN/2017,,No encontrado,,-11428699.47054583,2622548.790324532
La Lucha,NP ENERGIA LA LUCHA S.A. de C.V.,Fotovoltaica,En operación,Sol,NP ENERGIA LA LUCHA S.A. de C.V.,Privado,2023,130.72,377.6,121.5,Generación,Durango,E/2054/GEN/2018,10DU2018E0017,Autorizado,,-11591529.323923387,3068160.994463629
CC Salamanca I,CFE,Ciclo Combinado,En operación,Gas Natural,CFE,Público,2025,1010,null,922,Generación,Guanajuato,E/2304/GEN/2023,11GU2019E0072,Autorizado condicionado,Esta central está incluida en el permiso E/1704/GEN/2015 y se encuentra en construcción. Esta central de ciclo Combinado sustituirá los 550 MW de la CT Salamanca,-11262454.223871242,2340450.284846183
Horus Solar,Horus Solar S.A. de C.V.,Fotovoltaica,En operación,Sol,Dhamma Energy,Privado,2023,95,246.8,101.65,Generación,Aguascalientes,E/1915/GEN/2017,01AG2018E0039,En evaluacion,,-11390506.936580844,2522982.406325599
Cogeneracion Salamanca ,CFE,Cogeneracion,En operación,Gas Natural,CFE,Público,2013,393,3178.65,353.7,Generación,Guanajuato,E/1637/GEN/2015,,No encontrado,,-11261630.854823565,2341777.3978718794
CT Salamanca,CFE,Termoeléctrica,En operación,Gas Natural,CFE,Público,1977,932,7127,922.8,Generación,Guanajuato,E/1704/GEN/2015,,No encontrado,Esta central sera sustituida por  CC Salamanca en cuanto esta ultima comience a operar,-11262218.317832746,2340612.288524785
CC Salamanca II,CFE,Ciclo Combinado,En proyecto sin permiso de la CRE,Gas Natural,CFE,Público,null,498,null,537,Generación,Guanajuato,null,11GU2025E0025,null,null,-11262590.89748926,2340310.184748346
Nicté-Ha,"ZML Quintana Roo, S.A.P.I. de C.V.",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,"ZML Quintana Roo, S.A.P.I. de C.V.",Privado,null,242,null,250,No definida,Quintana Roo,null,23QR2025E0007,En evaluacion,null,-9816543.890426239,2223697.874251329
Santa Lucía ,FRV SERVICES MEXICO S. DE R.L. DE C.V.,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Fotowatio Renewable Venture (FRV),Privado,null,90,null,117,No definida,Campeche,null,04CA2025E0004,En evaluacion,null,-10213008.217924662,2033302.6197430792
Campeche Uno,"ENERGÍAS RENOVABLES DE CAMPECHE UNO, S. DE R.L. DE C.V",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Cubico Sustainable Investments,Privado,null,360,null,null,No definida,Campeche,,04CA2024E0028 ,Empresa se desistió (agosto 2025),,-10173806.888922991,2063994.4696503144
La Esperanza Campeche,"Tequila Solar PV V, S.A. de C.V.",Fotovoltaica,En proyecto con permiso de la CRE,Sol,Energía Aljaval,Privado,null,350,935,400,No definida,Campeche,E/2349/GEN/2025,04CA2018E0023,Autorizado,,-10197048.339190045,2055608.6446273376
Ochkaan,FRV SERVICES MEXICO S. DE R.L. DE C.V.,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Fotowatio Renewable Venture (FRV),Privado,null,170,null,150,No definida,Campeche,null,04CA2025E0005,En evaluacion,null,-10203637.900900332,2036436.5344935332
Azura,Azura Solar S.A de C.V,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Azura Power,Privado,null,100,null,1174,No definida,Tlaxcala,null,29TX2025E0007,En evaluacion,null,-10907043.893395867,2198681.878945121
CCC Altamira,CFE,Ciclo Combinado,En proyecto sin permiso de la CRE,Gas Natural,CFE,Público,null,553,null,474,No definida,Tamaulipas,null,28TM2025E0012,En evaluacion,null,-10909594.743905159,2564116.088492116
Piedras negras,Martil Solar S.A de C.V,Fotovoltaica,En proyecto con permiso de la CRE,Sol,Grupo Energía México (GEMEX),Privado,null,147,308.86,122,Generación,Veracruz,CNE/E/26/GEN/2025,30VE2025E0034,En evaluacion,Proyecto aprobado primera convocatoria CNE (dic 2025),-10707309.976839097,2121386.5491414284
CC El Sauz II,CFE,Ciclo Combinado,En construcción,Gas Natural,CFE,Público,null,256,null,null,Generación,Queretaro,E/1714/GEN/2015,,No encontrado,"El permiso señala 311 MW, pero la CFE reporta que es un proyecto con 256 MW",-11145481.717828454,2327500.866459505
La Jacaranda,"Proyevaz Energía de Guadalajara, S. A. de C. V.",Combustión interna,En proyecto con permiso de la CRE terminado,Gas Natural,Grupo Varo,Privado,null,595.76,2299.6,458.5,Generación,Jalisco,E/1965/GEN/2017,14JA2017E0083,Autorizado,,-11492346.351558257,2330737.5930860722
CT Gral. Manuel Álvarez Moreno (Manzanillo II),CFE,Termoeléctrica,En operación,Combustoleo,CFE,Público,1988,700,5518,840,Generación,Colima,E/2038/GEN/2018,,No encontrado,,-11612839.562475948,2158164.78456168
CC Manzanillo III,CFE Generación II,Ciclo Combinado,En construcción,Gas Natural,CFE,Público,null,346,null,null,Generación,Colima,E/2038/GEN/2018,06CL2023E0008,Autorizado condicionado,null,-11612614.205072396,2157850.3353703544
SMA,Fotowatio Renewable Venture (FRV),Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Fotowatio Renewable Venture (FRV),Privado,null,45.6,null,37,No definida,Guanajuato,null,11GU2025E0021,null,null,-11197736.99482289,2382670.642582572
Balaga,"Balaga Potencia, S. A. P. I. de C. V.",Ciclo Combinado,En construcción,Gas Natural,"Balaga Potencia, S. A. P. I. de C. V.",Privado,null,130,1104.64,111.7,Generación,Baja California,E/2094/GEN/2018,02BC2023E0025,En evaluacion,La fase la indica la CNE,-12902690.737763127,3838343.6600813386
NSIN LNG Plant,Somosgas S.A de C.V,Combustión interna y fotovoltaica,En proyecto sin permiso de la CRE,Gas Natural,Somosgas S.A de C.V,Privado,null,13.8,null,null,Abasto aislado,Sinaloa,null,25SI2024ED065,En evaluacion,null,-12122801.634922497,2973484.4060867955
Presa Larga Solar,Solarig development México,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Grupo Solarig,Privado,null,80,null,130,No definida,Tamaulipas,null,28TM2025E0014,En evaluacion,null,-10914440.276511528,2563786.270552564
Altamira Solar,"ENERGÍAS RENOVABLES DE TAMAULIPAS, S.A.P.I. DE C.V.",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Cubico Sustainable Investments,Privado,null,84.6,null,70,No definida,Tamaulipas,null,28TM2025E0008,En evaluacion,null,-10903357.409308886,2573475.101825262
Campeche energy,Campeche Energy,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Campeche Energy,Privado,null,80,null,87.9,No definida,Campeche,null,04CA2024E0013,En evaluacion,null,-10089429.143892977,2206803.5342493663
Dalia 3,"ENERGÍA RENOVABLE DALIA 3, S.A DE C.V",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,"DALIA SOLAR, S.A. DE C.V.",Privado,null,162,null,52,No definida,Campeche,null,04CA2024E0004,En evaluacion,null,-10053866.33029651,2254982.3906047647
Atlacomulco Solar,"ATLACOMULCO SOLAR, S.A. DE C.V.",Fotovoltaica,En construcción,Sol,Cox Energy,Privado,null,104,274,74,Generación,Estado de México,E/2326/GEN/2024,15EM2021E0136,Autorizado condicionado,,-11100593.465660373,2208582.254113153
Neptuno Solar 1,"NEPTUNO SOLAR, S. A. DE C. V.",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Dhamma Energy,Privado,null,165,null,3931,No definida,San Luis Potosí,Permiso no encontrado,24SL2021E0026,En evaluacion,,-11295662.872913923,2491202.2085350873
Delicias Solar,Delicias Solar S.A. de C.V.,Fotovoltaica,En proyecto con permiso de la CRE,Sol,Dhamma Energy,Privado,null,30,76.72,45,Generación,Guanajuato,E/1165/GEN/2014,11GU2020E0092,En evaluacion,,-11198152.184240896,2421690.480702526
PEH Amata,CFE,Turbina Hidráulica,En construcción,Agua,CFE,Público,null,10,48.85,37.24,Generación,Sinaloa,E/2330/GEN/2024,25SI2021E0042,Autorizado condicionado,,-11902864.793712398,2815828.4722579815
Hidroeléctrica Picachos,CFE Generación III,Turbina Hidráulica,En construcción,Agua,CFE,Público,null,6.4,35.8,33.7,Generación,Sinaloa,E/2317/GEN/2024,25SI2022E0026,Autorizado condicionado,,-11822577.760557117,2690005.110153514
CT Dos Bocas,CFE,Ciclo Combinado,En operación,Gas Natural,CFE,Público,1975,452,2771.68,null,Generación,Veracruz,E/2350/GEN/2025,No encontrado,No encontrado,"Su tecnología es Ciclo Combinado. Las unidades 3, 4 y 6 fueron retiradas en 2018. La capacidad actual es de 226 los cuales estaban programados para ser retirados en 2022, cuando CCC Dos Bocas II comience operación",-10702977.463445636,2165023.281528553
Sunstone ,"SUNSTONE POWER, S. DE R.L. DE C.V.",Fotovoltaica,En construcción,Sol,Sunstone Power Holdco,Privado,null,351,936,308,Generación,Campeche,E/2349/GEN/2025,null,null,null,-10125935.35900446,2105575.503406492
Saturno Solar,Saturno Solar SA de CV,Fotovoltaica,En proyecto con permiso de la CRE,Sol,Dhamma Energy,Privado,null,155,463,101,Generación,Hidalgo,E/2336/GEN/2025,13HI2019E0019,Autorizado,Proyecto aprobado primera convocatoria CNE (dic 2025),-10973534.584421508,2269808.341565354
CCC Dos Bocas II,CFE,Ciclo Combinado,En proyecto sin permiso de la CRE,Gas Natural,CFE,Público,null,1200,9460,1182,Generación,Veracruz,,30VE2020E0024,Autorizado condicionado,,-10702951.273309035,2165432.992996131
Las Alaias,RMCS Comercio S.A.P.I. de C.V,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,RMCS Comercio S.A.P.I. de C.V,Privado,null,180,null,72.6,No definida,Chihuahua,null,08CI2024E0020,Autorizado condicionado,null,-11891729.627499785,3709989.6119618905
CCC Mazatlán,CFE,Ciclo Combinado,En proyecto sin permiso de la CRE,Gas Natural,CFE,Público,null,557,null,476.8,No definida,Sinaloa,null,25SI2025E0031,En evaluacion,null,-11838908.870869214,2655452.381980984
CCC San Luis Rio Colorado I,CFE Generacion III,Ciclo Combinado,En construcción,Gas Natural,CFE,Público,null,790,4234.33,332.55,Generación,Sonora,E/2251/GEN/2020,26SO2021E0033,Autorizado,,-12769826.241177183,3818747.860600269
Gonzalez Ortega Unidad Móvil,CFE,Turbina de Gas,En construcción,Gas Natural,CFE,Público,null,247,null,null,Generación,Baja California,E/2341/GEN/2025 - E/2348/GEN/2025,null,null,Los Permisos de la CNE son 8 (uno por cada unidad) y van del E/2341/GEN/2025 al E/2348/GEN/2025,-12833966.067158742,3837858.343336097
